date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:44:46	78293/78293	---M--	200	added ('OK')	image/jpeg	etag:%22131d5-65280d88-6b4d949726990214;;;%22	https://indiandryfruit.shop/upload/product/4977230918190831.jpg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/4977230918190831.jpg	(from https://indiandryfruit.shop/)
17:44:47	22911/22911	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:14:48%20GMT	https://indiandryfruit.shop/single-products/131	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/131.html	(from https://indiandryfruit.shop/)
17:44:49	142898/142898	---M--	200	added ('OK')	image/jpeg	etag:%2222e32-65280d88-410276b7e9b71bd5;;;%22	https://indiandryfruit.shop/upload/product/9877230918190501.jpg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/9877230918190501.jpg	(from https://indiandryfruit.shop/)
17:44:49	25219/25219	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:14:50%20GMT	https://indiandryfruit.shop/single-products/130	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/130.html	(from https://indiandryfruit.shop/)
17:44:51	104646/104646	---M--	200	added ('OK')	image/jpeg	etag:%22198c6-65280d88-d81c55df91213445;;;%22	https://indiandryfruit.shop/upload/product/7669230918182552.jpg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/7669230918182552.jpg	(from https://indiandryfruit.shop/)
17:44:51	23073/23073	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:14:52%20GMT	https://indiandryfruit.shop/single-products/129	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/129.html	(from https://indiandryfruit.shop/)
17:44:53	129991/129991	---M--	200	added ('OK')	image/png	etag:%221fbc7-65280d88-162a74f9caf7adfd;;;%22	https://indiandryfruit.shop/upload/product/3336230908150324.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/3336230908150324.png	(from https://indiandryfruit.shop/)
17:44:53	23167/23167	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:14:54%20GMT	https://indiandryfruit.shop/single-products/128	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/128.html	(from https://indiandryfruit.shop/)
17:44:54	15980/15980	---M--	200	added ('OK')	image/jpeg	etag:%223e6c-65280d88-a3bd949a74afc006;;;%22	https://indiandryfruit.shop/upload/product/4603230908145813.jpeg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/4603230908145813.jpg	(from https://indiandryfruit.shop/)
17:44:55	23143/23143	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:14:56%20GMT	https://indiandryfruit.shop/single-products/125	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/125.html	(from https://indiandryfruit.shop/)
17:44:58	126126/126126	---M--	200	added ('OK')	image/png	etag:%221ecae-65280d88-785db6747c91fea7;;;%22	https://indiandryfruit.shop/upload/product/6828230908095309.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/6828230908095309.png	(from https://indiandryfruit.shop/)
17:44:59	22414/22414	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:14:59%20GMT	https://indiandryfruit.shop/single-products/124	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/124.html	(from https://indiandryfruit.shop/)
17:45:00	8363/8363	---M--	200	added ('OK')	image/jpeg	etag:%2220ab-65280d88-2acac2fb0516730d;;;%22	https://indiandryfruit.shop/upload/product/7345230908094637.jpeg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/7345230908094637.jpg	(from https://indiandryfruit.shop/)
17:45:01	27876/27876	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:01%20GMT	https://indiandryfruit.shop/single-products/122	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/122.html	(from https://indiandryfruit.shop/)
17:45:02	23465/23465	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:03%20GMT	https://indiandryfruit.shop/single-products/121	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/121.html	(from https://indiandryfruit.shop/)
17:45:03	21103/21103	---M--	200	added ('OK')	image/jpeg	etag:%22526f-65280d88-64367ace1858de48;;;%22	https://indiandryfruit.shop/upload/product/8125230908093201.jpeg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/8125230908093201.jpg	(from https://indiandryfruit.shop/)
17:45:05	26433/26433	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:05%20GMT	https://indiandryfruit.shop/single-products/120	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/120.html	(from https://indiandryfruit.shop/)
17:45:07	34365/34365	---M--	200	added ('OK')	image/jpeg	etag:%22863d-65280d88-12fff9fd73c54db6;;;%22	https://indiandryfruit.shop/upload/product/8303230908092703.jpg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/8303230908092703.jpg	(from https://indiandryfruit.shop/)
17:45:07	581559/581559	---M--	200	added ('OK')	image/png	etag:%228dfb7-65280d88-ca8f5372fbcd560e;;;%22	https://indiandryfruit.shop/upload/product/4599230908093535.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/4599230908093535.png	(from https://indiandryfruit.shop/)
17:45:08	31285/31285	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:09%20GMT	https://indiandryfruit.shop/single-products/119	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/119.html	(from https://indiandryfruit.shop/)
17:45:09	110106/110106	---M--	200	added ('OK')	image/jpeg	etag:%221ae1a-65280d88-2932ecf1e3f6c4dc;;;%22	https://indiandryfruit.shop/upload/product/1634230908092525.jpg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/1634230908092525.jpg	(from https://indiandryfruit.shop/)
17:45:09	31174/31174	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:10%20GMT	https://indiandryfruit.shop/single-products/118	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/118.html	(from https://indiandryfruit.shop/)
17:45:10	87125/87125	---M--	200	added ('OK')	image/jpeg	etag:%2215455-65280d88-f2191fa3bd73cecd;;;%22	https://indiandryfruit.shop/upload/product/4899230908092309.jpg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/4899230908092309.jpg	(from https://indiandryfruit.shop/)
17:45:11	25510/25510	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:12%20GMT	https://indiandryfruit.shop/single-products/117	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/117.html	(from https://indiandryfruit.shop/)
17:45:14	130764/130764	---M--	200	added ('OK')	image/png	etag:%221fecc-65280d88-4c8df49aaa135c9d;;;%22	https://indiandryfruit.shop/upload/product/5390230908092040.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/5390230908092040.png	(from https://indiandryfruit.shop/)
17:45:16	26080/26080	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:16%20GMT	https://indiandryfruit.shop/single-products/116	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/116.html	(from https://indiandryfruit.shop/)
17:45:17	90241/90241	---M--	200	added ('OK')	image/png	etag:%2216081-65280d88-adf5ea1a4fd113;;;%22	https://indiandryfruit.shop/upload/product/6289230908091710.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/6289230908091710.png	(from https://indiandryfruit.shop/)
17:45:17	31392/31392	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:18%20GMT	https://indiandryfruit.shop/single-products/114	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/114.html	(from https://indiandryfruit.shop/)
17:45:18	48716/48716	---M--	200	added ('OK')	image/jpeg	etag:%22be4c-65280d88-ada9b2fa3f57b5e5;;;%22	https://indiandryfruit.shop/upload/product/8850230908090933.jpg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/8850230908090933.jpg	(from https://indiandryfruit.shop/)
17:45:19	27779/27779	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:20%20GMT	https://indiandryfruit.shop/single-products/113	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/113.html	(from https://indiandryfruit.shop/)
17:45:20	91628/91628	---M--	200	added ('OK')	image/jpeg	etag:%22165ec-65280d88-d0312a8372870104;;;%22	https://indiandryfruit.shop/upload/product/2284230908090345.jpg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/2284230908090345.jpg	(from https://indiandryfruit.shop/)
17:45:21	24008/24008	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:22%20GMT	https://indiandryfruit.shop/single-products/112	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/112.html	(from https://indiandryfruit.shop/)
17:45:23	158750/158750	---M--	200	added ('OK')	image/png	etag:%2226c1e-65280d88-838267e098b84339;;;%22	https://indiandryfruit.shop/upload/product/9380230908084900.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/9380230908084900.png	(from https://indiandryfruit.shop/)
17:45:26	24991/24991	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:26%20GMT	https://indiandryfruit.shop/single-products/111	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/111.html	(from https://indiandryfruit.shop/)
17:45:27	24838/24838	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:28%20GMT	https://indiandryfruit.shop/single-products/110	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/110.html	(from https://indiandryfruit.shop/)
17:45:28	113904/113904	---M--	200	added ('OK')	image/png	etag:%221bcf0-65280d88-7fce3186bd0f9de0;;;%22	https://indiandryfruit.shop/upload/product/3109230908082714.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/3109230908082714.png	(from https://indiandryfruit.shop/)
17:45:29	25275/25275	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:30%20GMT	https://indiandryfruit.shop/single-products/109	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/109.html	(from https://indiandryfruit.shop/)
17:45:31	24114/24114	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:32%20GMT	https://indiandryfruit.shop/single-products/108	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/108.html	(from https://indiandryfruit.shop/)
17:45:31	192884/192884	---M--	200	added ('OK')	image/png	etag:%222f174-65280d88-32b897cd1eabff86;;;%22	https://indiandryfruit.shop/upload/product/42230908082410.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/42230908082410.png	(from https://indiandryfruit.shop/)
17:45:33	25289/25289	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:34%20GMT	https://indiandryfruit.shop/single-products/107	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/107.html	(from https://indiandryfruit.shop/)
17:45:34	335255/335255	---M--	200	added ('OK')	image/png	etag:%2251d97-65280d88-68595bccff52eb9b;;;%22	https://indiandryfruit.shop/upload/product/1607230908081858.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/1607230908081858.png	(from https://indiandryfruit.shop/)
17:45:35	26490/26490	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:36%20GMT	https://indiandryfruit.shop/single-products/106	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/106.html	(from https://indiandryfruit.shop/)
17:45:37	473304/473304	---M--	200	added ('OK')	image/png	etag:%22738d8-65280d88-f692d4070291e2e4;;;%22	https://indiandryfruit.shop/upload/product/9127230908074308.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/9127230908074308.png	(from https://indiandryfruit.shop/)
17:45:37	22573/22573	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:38%20GMT	https://indiandryfruit.shop/single-products/97	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/97.html	(from https://indiandryfruit.shop/)
17:45:38	14366/14366	---M--	200	added ('OK')	image/jpeg	etag:%22381e-65280d88-330103260388485b;;;%22	https://indiandryfruit.shop/upload/product/8582230908061954.jpeg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/8582230908061954.jpg	(from https://indiandryfruit.shop/)
17:45:39	521534/521534	---M--	200	added ('OK')	image/png	etag:%227f53e-65280d88-107d20ed34f0b8fb;;;%22	https://indiandryfruit.shop/upload/product/8581230908065016.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/8581230908065016.png	(from https://indiandryfruit.shop/)
17:45:40	23220/23220	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:40%20GMT	https://indiandryfruit.shop/single-products/96	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/96.html	(from https://indiandryfruit.shop/)
17:45:42	14910/14910	---M--	200	added ('OK')	image/jpeg	etag:%223a3e-65280d88-2541bf5fd9ebe6dc;;;%22	https://indiandryfruit.shop/upload/product/5236230908061637.jpeg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/5236230908061637.jpg	(from https://indiandryfruit.shop/)
17:45:55	170175/170175	---M--	200	added ('OK')	image/png	etag:%22298bf-65280d88-74fb4d12fb582be3;;;%22	https://indiandryfruit.shop/upload/product/1376230908083300.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/1376230908083300.png	(from https://indiandryfruit.shop/)
17:45:59	24219/24219	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:15:45%20GMT	https://indiandryfruit.shop/single-products/95	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/95.html	(from https://indiandryfruit.shop/)
17:46:01	15923/15923	---M--	200	added ('OK')	image/jpeg	etag:%223e33-65280d88-daf2ccd3b791941d;;;%22	https://indiandryfruit.shop/upload/product/625230908061230.jpeg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/625230908061230.jpg	(from https://indiandryfruit.shop/)
17:46:01	22705/22705	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:02%20GMT	https://indiandryfruit.shop/single-products/94	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/94.html	(from https://indiandryfruit.shop/)
17:46:02	21878/21878	---M--	200	added ('OK')	image/jpeg	etag:%225576-65280d88-c52880fbc1aa3ce0;;;%22	https://indiandryfruit.shop/upload/product/3081230908060915.jpeg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/3081230908060915.jpg	(from https://indiandryfruit.shop/)
17:46:04	22989/22989	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:04%20GMT	https://indiandryfruit.shop/single-products/93	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/93.html	(from https://indiandryfruit.shop/)
17:46:05	18987/18987	---M--	200	added ('OK')	image/jpeg	etag:%224a2b-65280d88-37e9d7b7054183d5;;;%22	https://indiandryfruit.shop/upload/product/8033230908060726.jpeg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/8033230908060726.jpg	(from https://indiandryfruit.shop/)
17:46:06	23144/23144	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:07%20GMT	https://indiandryfruit.shop/single-products/92	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/92.html	(from https://indiandryfruit.shop/)
17:46:07	13763/13763	---M--	200	added ('OK')	image/jpeg	etag:%2235c3-65280d88-d0717603b142b80e;;;%22	https://indiandryfruit.shop/upload/product/4792230908060451.jpeg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/4792230908060451.jpg	(from https://indiandryfruit.shop/)
17:46:09	23301/23301	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:10%20GMT	https://indiandryfruit.shop/single-products/91	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/91.html	(from https://indiandryfruit.shop/)
17:46:10	20811/20811	---M--	200	added ('OK')	image/jpeg	etag:%22514b-65280d88-e100d87ebf1ecf9;;;%22	https://indiandryfruit.shop/upload/product/9118230908060155.jpeg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/9118230908060155.jpg	(from https://indiandryfruit.shop/)
17:46:12	23507/23507	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:12%20GMT	https://indiandryfruit.shop/single-products/90	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/90.html	(from https://indiandryfruit.shop/)
17:46:13	19011/19011	---M--	200	added ('OK')	image/jpeg	etag:%224a43-65280d88-29717ed82b4c7854;;;%22	https://indiandryfruit.shop/upload/product/9652230908055858.jpeg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/9652230908055858.jpg	(from https://indiandryfruit.shop/)
17:46:13	26699/26699	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:14%20GMT	https://indiandryfruit.shop/single-products/88	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/88.html	(from https://indiandryfruit.shop/)
17:46:17	26849/26849	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:17%20GMT	https://indiandryfruit.shop/single-products/86	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/86.html	(from https://indiandryfruit.shop/)
17:46:17	118140/118140	---M--	200	added ('OK')	image/png	etag:%221cd7c-65280d88-bce682bacb14e72d;;;%22	https://indiandryfruit.shop/upload/product/2396230908055138.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/2396230908055138.png	(from https://indiandryfruit.shop/)
17:46:18	26472/26472	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:19%20GMT	https://indiandryfruit.shop/single-products/85	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/85.html	(from https://indiandryfruit.shop/)
17:46:18	106914/106914	---M--	200	added ('OK')	image/png	etag:%221a1a2-65280d88-ae37bcbcd30eff4b;;;%22	https://indiandryfruit.shop/upload/product/195230908054405.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/195230908054405.png	(from https://indiandryfruit.shop/)
17:46:20	144591/144591	---M--	200	added ('OK')	image/png	etag:%22234cf-65280d88-3265f73dbfe69558;;;%22	https://indiandryfruit.shop/upload/product/5314230908053753.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/5314230908053753.png	(from https://indiandryfruit.shop/)
17:46:20	29541/29541	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:21%20GMT	https://indiandryfruit.shop/single-products/82	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/82.html	(from https://indiandryfruit.shop/)
17:46:21	40831/40831	---M--	200	added ('OK')	image/png	etag:%229f7f-65280d88-17afeaafc0eb53a6;;;%22	https://indiandryfruit.shop/upload/product/5780230908052340.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/5780230908052340.png	(from https://indiandryfruit.shop/)
17:46:22	27465/27465	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:23%20GMT	https://indiandryfruit.shop/single-products/80	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/80.html	(from https://indiandryfruit.shop/)
17:46:24	128141/128141	---M--	200	added ('OK')	image/png	etag:%221f48d-65280d88-66b99783b955d327;;;%22	https://indiandryfruit.shop/upload/product/989230908051320.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/989230908051320.png	(from https://indiandryfruit.shop/)
17:46:24	27013/27013	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:25%20GMT	https://indiandryfruit.shop/single-products/79	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/79.html	(from https://indiandryfruit.shop/)
17:46:26	109908/109908	---M--	200	added ('OK')	image/png	etag:%221ad54-65280d88-3fa4355ab10ef3ab;;;%22	https://indiandryfruit.shop/upload/product/9700230908002810.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/9700230908002810.png	(from https://indiandryfruit.shop/)
17:46:26	29047/29047	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:27%20GMT	https://indiandryfruit.shop/single-products/77	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/77.html	(from https://indiandryfruit.shop/)
17:46:28	107092/107092	---M--	200	added ('OK')	image/png	etag:%221a254-65280d88-5494aaafe43189fa;;;%22	https://indiandryfruit.shop/upload/product/8764230908001825.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/8764230908001825.png	(from https://indiandryfruit.shop/)
17:46:28	28021/28021	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:29%20GMT	https://indiandryfruit.shop/single-products/48	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/48.html	(from https://indiandryfruit.shop/)
17:46:30	118359/118359	---M--	200	added ('OK')	image/jpeg	etag:%221ce57-65280d88-c3cfc0bfa745b469;;;%22	https://indiandryfruit.shop/upload/product/7379230907153603.jpg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/7379230907153603.jpg	(from https://indiandryfruit.shop/)
17:46:30	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:16:31%20GMT	https://indiandryfruit.shop/the-gift-card-store?otracker=undefined_footer_footer_navlinks	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/the-gift-card-store6599	(from https://indiandryfruit.shop/)
17:46:31	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:16:32%20GMT	https://indiandryfruit.shop/helpcentre?otracker=undefined_footer_footer_navlinks	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/helpcentre6599	(from https://indiandryfruit.shop/)
17:46:31	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:16:32%20GMT	https://indiandryfruit.shop/single-products/	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/index.html	(from https://indiandryfruit.shop/)
17:46:32	89476/89476	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d84-65280d88-9d3d8d8a4f609734;gz%22	https://indiandryfruit.shop/assets/website/js/jquery.min.js	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/assets/website/js/jquery.min.js	(from https://indiandryfruit.shop/)
17:46:33	60046/60046	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ea8e-65280d88-a3e41a64846fdb2c;gz%22	https://indiandryfruit.shop/assets/website/js/bootstrap.min.js	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/assets/website/js/bootstrap.min.js	(from https://indiandryfruit.shop/)
17:46:34	1130/1130	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:16:35%20GMT	https://indiandryfruit.shop/assets/index.html	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/assets/index.html	(from https://indiandryfruit.shop/assets/website/css/bootstrap.min.css)
17:46:35	501/501	---M-Z	200	added ('OK')	image/svg+xml	etag:%221f5-65280d88-aa8bc445bb05c6d1;gz%22	https://indiandryfruit.shop/assets/website/images/theme/search.svg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/assets/website/images/theme/search.svg	(from https://indiandryfruit.shop/assets/website/css/custom.css)
17:46:36	835/835	---M--	200	added ('OK')	image/png	etag:%22343-65280d88-8647326358b90115;;;%22	https://indiandryfruit.shop/assets/website/img/share.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/assets/website/img/share.png	(from https://indiandryfruit.shop/assets/website/css/custom.css)
17:46:37	2484/2484	---M--	200	added ('OK')	image/png	etag:%229b4-65280d88-470bc9c9259c3e64;;;%22	https://indiandryfruit.shop/assets/website/img/love.png	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/assets/website/img/love.png	(from https://indiandryfruit.shop/assets/website/css/custom.css)
17:46:42	20204/20204	---M-Z	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:39%20GMT	https://indiandryfruit.shop/single-category/external452e452e452e452e452e.html?link=http://www.w3.org/2000/svg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-category/external452e452e452e452e452e452e.html	(from https://indiandryfruit.shop/single-category/2)
17:46:44	20591/20591	---MCZ	200	added ('OK')	text/html	date:Sun,%2015%20Oct%202023%2012:16:43%20GMT	https://indiandryfruit.shop/single-products/external452e452e452e452e452e.html?link=http://www.w3.org/2000/svg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/single-products/external452e452e452e452e452e452e.html	(from https://indiandryfruit.shop/single-products/147)
17:46:46	86306/86306	---M--	200	added ('OK')	image/jpeg	etag:%2215122-6528aff0-6098a67e92716b7e;;;%22	https://indiandryfruit.shop/upload/product/3217231013024816.jpg	/storage/emulated/0/HTTrack/Websites/Flipkart/indiandryfruit.shop/upload/product/3217231013024816.jpg	(from https://indiandryfruit.shop/single-products/147)
17:46:47	272/272	---M--	503	error ('Service%20Unavailable')	text/html	date:Sun,%2015%20Oct%202023%2012:16:47%20GMT	http://static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.png	/storage/emulated/0/HTTrack/Websites/Flipkart/static-assets-web.flixcart.com/fk-p-linchpin-web/fk-cp-zion/img/fa_62673a.89.delayed	(from https://indiandryfruit.shop/single-products/147)
